"","WBANID","COUNTY"
"2726","22010","VAL VERDE"
"2727","12901","GALVESTON"
"2728","12938","BEXAR"
"2729","12902","BEXAR"
"2730","12911","BEXAR"
"2731","12921","BEXAR"
"2732","12952","GONZALES"
"2733","22005","PRESIDIO"
"2734","12906","HARRIS"
"2735","12918","HARRIS"
"2736","12950","COLORADO"
"2737","12945","HARRIS"
"2738","12949","CHAMBERS"
"2739","12943","JEFFERSON"
"2740","12910","CALDWELL"
"2741","12917","JEFFERSON"
"2742","12960","HARRIS"
"2743","12961","KERR"
"2744","23098","EDWARDS"
"2745","93924","JEFFERSON"
"2746","03910","LIBERTY"
"2747","23030","TERRELL"
"2748","53910","HARRIS"
"2749","93081","TERRELL"
"2750","13904","TRAVIS"
"2751","93923","TRAVIS"
"2752","03942","GILLESPIE"
"2753","93035","PRESIDIO"
"2754","23022","PRESIDIO"
"2755","93947","GILLESPIE"
"2756","13958","TRAVIS"
"2757","50244","WASHINGTON"
"2758","03049","BREWSTER"
"2759","23074","BREWSTER"
"2760","93080","PRESIDIO"
"2761","93932","GRIMES"
"2762","13973","KIMBLE"
"2763","03904","BRAZOS"
"2764","13905","BRAZOS"
"2765","53903","WALKER"
"2766","03944","PALO PINTO"
"2767","23089","SCHLEICHER"
"2768","23091","PECOS"
"2769","23099","CULBERSON"
"2770","03902","BELL"
"2771","93050","CULBERSON"
"2772","03972","BELL"
"2773","03933","BELL"
"2774","93942","MCCULLOCH"
"2775","93984","BELL"
"2776","13951","BELL"
"2777","13955","BELL"
"2778","93987","ANGELINA"
"2779","03920","LAMPASAS"
"2780","93949","ANGELINA"
"2781","03921","CORYELL"
"2782","03922","MILLS"
"2783","23034","TOM GREEN"
"2784","23017","TOM GREEN"
"2785","23025","REEVES"
"2786","13924","LIMESTONE"
"2787","23027","WARD"
"2788","13928","MCLENNAN"
"2789","13959","MCLENNAN"
"2790","93914","ANDERSON"
"2791","93983","ANDERSON"
"2792","13950","BROWN"
"2793","23040","WINKLER"
"2794","23059","HUDSPETH"
"2795","23038","EL PASO"
"2796","23080","EL PASO"
"2797","03903","SHELBY"
"2798","93943","BROWN"
"2799","23055","CULBERSON"
"2800","23044","EL PASO"
"2801","23019","EL PASO"
"2802","23023","MIDLAND"
"2803","23013","MIDLAND"
"2804","03969","ERATH"
"2805","23041","HOWARD"
"2806","23005","HOWARD"
"2807","03951","RUSK"
"2808","13972","SMITH"
"2809","03906","EASTLAND"
"2810","13962","TAYLOR"
"2811","13910","TAYLOR"
"2812","93922","TAYLOR"
"2813","23033","NOLAN"
"2814","03912","HARRISON"
"2815","93948","GREGG"
"2816","93934","PALO PINTO"
"2817","13974","STEPHENS"
"2818","93030","FISHER"
"2819","93931","WOOD"
"2820","03971","DALLAS"
"2821","93901","DALLAS"
"2822","13907","DALLAS"
"2823","23082","DAWSON"
"2824","93928","DALLAS"
"2825","23905","TARRANT"
"2826","93951","PALO PINTO"
"2827","93985","PALO PINTO"
"2828","03927","TARRANT"
"2829","13961","TARRANT"
"2830","93904","TARRANT"
"2831","03943","PARKER"
"2832","13908","DALLAS"
"2833","03970","DALLAS"
"2834","93903","TARRANT"
"2835","13926","HUNT"
"2836","50249","HOPKINS"
"2837","03907","YOUNG"
"2838","03913","TITUS"
"2839","93937","HOPKINS"
"2840","93935","HOPKINS"
"2841","93955","LAMAR"
"2842","13938","LAMAR"
"2843","23021","LUBBOCK"
"2844","93929","COOKE"
"2845","23042","LUBBOCK"
"2846","23035","LUBBOCK"
"2847","13923","GRAYSON"
"2848","23092","KING"
"2849","13931","WICHITA"
"2850","13966","WICHITA"
"2851","23097","HALE"
"2852","93933","HARDEMAN"
"2853","23007","CHILDRESS"
"2854","23072","DONLEY"
"2855","23047","POTTER"
"2856","23003","POTTER"
"2857","23075","POTTER"
"2858","23085","OLDHAM"
"2859","23024","GRAY"
"2860","23053","GRAY"
"2861","03024","HUTCHINSON"
"2862","93046","HEMPHILL"
"2863","23010","HARTLEY"
"2864","93042","DALLAM"
"2865","12969","HARRIS"
"2866","53909","TARRANT"
"2867","93198","WASHINGTON"
"2868","03140","WASHINGTON"
"2869","03121","WASHINGTON"
"2870","23186","WASHINGTON"
"2871","93146","WASHINGTON"
"2872","93160","WASHINGTON"
"2873","03175","GARFIELD"
"2874","93025","SAN JUAN"
"2875","23165","WASHINGTON"
"2876","93129","IRON"
"2877","23159","GARFIELD"
"2878","23177","IRON"
"2879","23170","WAYNE"
"2880","23176","BEAVER"
"2881","93075","GRAND"
"2882","93132","GRAND"
"2883","23162","MILLARD"
"2884","93169","MILLARD"
"2885","93141","CARBON"
"2886","93154","JUAB"
"2887","93189","JUAB"
"2888","94036","UINTAH"
"2889","24185","DUCHESNE"
"2890","24182","TOOELE"
"2891","24103","TOOELE"
"2892","94138","TOOELE"
"2893","24174","UTAH"
"2894","94139","TOOELE"
"2895","24084","DUCHESNE"
"2896","24122","UTAH"
"2897","24176","TOOELE"
"2898","24186","TOOELE"
"2899","24171","TOOELE"
"2900","24193","TOOELE"
"2901","24111","TOOELE"
"2902","24175","SALT LAKE"
"2903","24127","SALT LAKE"
"2904","24116","SALT LAKE"
"2905","94142","TOOELE"
"2906","24120","SUMMIT"
"2907","24101","DAVIS"
"2908","24126","WEBER"
"2909","24125","BOX ELDER"
"2910","24180","BOX ELDER"
"2911","24177","BOX ELDER"
"2912","24187","BOX ELDER"
"2913","94128","CACHE"
"2914","24184","BOX ELDER"
"2915","24189","BOX ELDER"
"2916","94183","BOX ELDER"
"2917","94189","TOOELE"
"2918","94191","TOOELE"
"2919","53102","JUAB"
"2920","54781","BENNINGTON"
"2921","54740","WINDSOR"
"2922","94737","RUTLAND"
"2923","94787","WINDSOR"
"2924","04721","WASHINGTON"
"2925","94705","WASHINGTON"
"2926","54742","CALEDONIA"
"2927","94712","CHITTENDEN"
"2928","54758","ORLEANS"
"2929","94727","ORLEANS"
"2930","13728","PITTSYLVANIA"
"2931","13759","VIRGINIA BEACH (CITY)"
"2932","13762","CHESAPEAKE (CITY)"
"2933","93717","HALIFAX"
"2934","13772","VIRGINIA BEACH (CITY)"
"2935","13763","ISLE OF WIGHT"
"2936","93715","VIRGINIA BEACH (CITY)"
"2937","13769","VIRGINIA BEACH (CITY)"
"2938","13767","SUFFOLK (CITY)"
"2939","03831","WYTHE"
"2940","13778","NORFOLK (CITY)"
"2941","13727","VIRGINIA BEACH (CITY)"
"2942","13737","NORFOLK (CITY)"
"2943","13750","NORFOLK (CITY)"
"2944","03806","WYTHE"
"2945","93731","NORFOLK (CITY)"
"2946","13702","HAMPTON (CITY)"
"2947","13726","NOTTOWAY"
"2948","13704","NOTTOWAY"
"2949","13868","PULASKI"
"2950","93741","NEWPORT NEWS (CITY)"
"2951","93735","NEWPORT NEWS (CITY)"
"2952","13718","NEWPORT NEWS (CITY)"
"2953","03805","TAZEWELL"
"2954","93714","DINWIDDIE"
"2955","93703","NOTTOWAY"
"2956","13733","CAMPBELL"
"2957","13741","ROANOKE"
"2958","93708","LYNCHBURG (CITY)"
"2959","13795","NORTHAMPTON"
"2960","13703","HENRICO"
"2961","13740","HENRICO"
"2962","13780","RICHMOND (CITY)"
"2963","13742","MIDDLESEX"
"2964","93713","ACCOMACK"
"2965","13798","ACCOMACK"
"2966","93739","ACCOMACK"
"2967","93702","ALBEMARLE"
"2968","13732","ORANGE"
"2969","93736","ALBEMARLE"
"2970","93760","AUGUSTA"
"2971","13760","KING GEORGE"
"2972","13773","STAFFORD"
"2973","93728","FAIRFAX"
"2974","93712","SHENANDOAH"
"2975","13743","ARLINGTON"
"2976","93738","LOUDOUN"
"2977","93734","LOUDOUN"
"2978","13731","WARREN"
"2979","53818","WASHINGTON"
"2980","94208","KLICKITAT"
"2981","24219","KLICKITAT"
"2982","94298","CLARK"
"2983","94258","CLARK"
"2984","24238","SKAMANIA"
"2985","94210","KLICKITAT"
"2986","94103","WALLA WALLA"
"2987","24115","WALLA WALLA"
"2988","24160","WALLA WALLA"
"2989","24223","COWLITZ"
"2990","24163","FRANKLIN"
"2991","94220","COWLITZ"
"2992","24147","WHITMAN"
"2993","94140","BENTON"
"2994","24226","PACIFIC"
"2995","24241","LEWIS"
"2996","24243","YAKIMA"
"2997","94205","LEWIS"
"2998","94141","FRANKLIN"
"2999","94129","WHITMAN"
"3000","94122","ADAMS"
"3001","94219","THURSTON"
"3002","24227","THURSTON"
"3003","24278","GRAYS HARBOR"
"3004","94225","GRAYS HARBOR"
"3005","24220","KITTITAS"
"3006","24201","PIERCE"
"3007","94216","PIERCE"
"3008","94206","KITTITAS"
"3009","24207","PIERCE"
"3010","24110","GRANT"
"3011","94209","KITTITAS"
"3012","94212","KING"
"3013","94213","GRAYS HARBOR"
"3014","24109","GRANT"
"3015","24237","KITTITAS"
"3016","24239","PIERCE"
"3017","94227","MASON"
"3018","24253","MASON"
"3019","94274","PIERCE"
"3020","94130","LINCOLN"
"3021","94211","LINCOLN"
"3022","94239","CHELAN"
"3023","94218","CHELAN"
"3024","24282","KITTITAS"
"3025","94118","SPOKANE"
"3026","24233","KING"
"3027","94263","KITSAP"
"3028","94222","KING"
"3029","94248","KING"
"3030","24234","KING"
"3031","24208","KING"
"3032","24104","SPOKANE"
"3033","24157","SPOKANE"
"3034","24114","SPOKANE"
"3035","24281","KING"
"3036","94176","SPOKANE"
"3037","94217","DOUGLAS"
"3038","24244","KING"
"3039","24222","SNOHOMISH"
"3040","24203","SNOHOMISH"
"3041","94119","SPOKANE"
"3042","94240","CLALLAM"
"3043","24252","CLALLAM"
"3044","24228","CLALLAM"
"3045","94266","CLALLAM"
"3046","24247","SNOHOMISH"
"3047","94280","ISLAND"
"3048","94249","SNOHOMISH"
"3049","24255","ISLAND"
"3050","24240","CLALLAM"
"3051","94147","OKANOGAN"
"3052","94221","SKAGIT"
"3053","94282","SKAGIT"
"3054","94101","STEVENS"
"3055","94202","SKAGIT"
"3056","94276","SAN JUAN"
"3057","24217","WHATCOM"
"3058","94102","OKANOGAN"
"3059","24276","WHATCOM"
"3060","94187","BENTON"
"3061","94199","STEVENS"
"3062","94286","CLALLAM"
"3063","12971","GUADALUPE"
"3064","12972","ARANSAS"
"3065","03999","BURNET"
"3066","04845","KENOSHA"
"3067","94991","DECATUR"
"3068","53865","ST. TAMMANY"
"3069","92807","PLAQUEMINES"
"3070","04837","OTSEGO"
"3071","04114","CUSTER"
"3072","94982","SCOTT"
"3073","03029","APACHE"
"3074","53119","KINGS"
"3075","53120","SAN DIEGO"
"3076","93241","SOLANO"
"3077","94299","MODOC"
"3078","93242","MADERA"
"3079","03030","TEXAS"
"3080","03031","ECTOR"
"3081","53130","LOS ANGELES"
"3082","94050","RIO BLANCO"
"3083","53918","BAXTER"
"3084","53919","DREW"
"3085","03026","KIT CARSON"
"3086","03028","BACA"
"3087","53853","OKALOOSA"
"3088","53838","HALL"
"3089","53920","POPE"
"3090","04110","JEROME"
"3091","04112","CUSTER"
"3092","04109","IDAHO"
"3093","53866","SHELBY"
"3094","04833","LOGAN"
"3095","53870","GASTON"
"3096","53871","YORK"
"3097","94994","GRANT"
"3098","53872","UNION"
"3099","04858","LICKING"
"3100","54777","BRISTOL"
"3101","54772","OXFORD"
"3102","04847","LENAWEE"
"3103","54782","MONTGOMERY"
"3104","54827","ST. JOSEPH"
"3105","04856","SCHOOLCRAFT"
"3106","94992","COOK"
"3107","53904","ST. CHARLES"
"3108","53916","LIVINGSTON"
"3109","03996","MADISON"
"3110","53869","MISSISSIPPI"
"3111","93783","ALAMANCE"
"3112","13757","DARE"
"3113","93782","SCOTLAND"
"3114","93781","HALIFAX"
"3115","54779","SUSSEX"
"3116","93784","BALTIMORE (CITY)"
"3117","93780","BURLINGTON"
"3118","03027","TORRANCE"
"3119","54773","OSWEGO"
"3120","54778","YATES"
"3121","54780","SUFFOLK"
"3122","04849","LORAIN"
"3123","04842","WAYNE"
"3124","53844","FAIRFIELD"
"3125","53913","LOGAN"
"3126","04201","COLUMBIA"
"3127","04113","UMATILLA"
"3128","26413","YUKON-KOYUKUK"
"3129","53922","BENTON"
"3130","04843","CRAWFORD"
"3131","53868","ANDERSON"
"3132","53121","SAN DIEGO"
"3133","53850","OCONEE"
"3134","53867","RICHLAND"
"3135","53854","ORANGEBURG"
"3136","94993","ROBERTS"
"3137","94056","MEADE"
"3138","94052","WALWORTH"
"3139","94990","TRIPP"
"3140","54785","SOMERSET"
"3141","53912","NAVARRO"
"3142","53902","MONTGOMERY"
"3143","53907","TARRANT"
"3144","12975","BRAZORIA"
"3145","53914","COLLIN"
"3146","53911","KAUFMAN"
"3147","03032","TERRELL"
"3148","93785","ORANGE"
"3149","93773","SUSSEX"
"3150","54786","BUCKS"
"3151","04111","UINTA"
"3152","04968","ST. CROIX"
"3153","94054","JOHNSON"
"3154","94057","CONVERSE"
"3155","94053","GOSHEN"
"3156","93786","WORCESTER"
"3157","26643","NORTHWEST ARCTIC BOROUGH"
"3158","25367","PRINCE OF WALES-OUTER KETCHIKA"
"3159","25628","BETHEL"
"3160","27515","NORTH SLOPE BOROUGH"
"3161","54790","SUFFOLK"
"3162","26642","NORTHWEST ARCTIC BOROUGH"
"3163","26491","ANCHORAGE BOROUGH"
"3164","25516","KENAI PENINSULA BOROUGH"
"3165","54792","CLEARFIELD"
"3166","53873","BARTOW"
"3167","53123","CLARK"
"3168","54793","SUSSEX"
"3169","12977","FORT BEND"
"3170","53876","MONTGOMERY"
"3171","53925","SEVIER"
"3172","04202","MULTNOMAH"
"3173","53879","JACKSON"
"3174","64702","CUMBERLAND"
"3175","63827","TAZEWELL"
"3176","00120","TAZEWELL"
"3177","94070","HITCHCOCK"
"3178","03043","RAWLINS"
"3179","04989","BUCHANAN"
"3180","53129","MOHAVE"
"3181","04221","SAN JUAN"
"3182","63845","GIBSON"
"3183","94625","AROOSTOOK"
"3184","54764","CENTRE"
"3185","03019","BERNALILLO"
"3186","12899","DADE"
"3187","94987","LA CROSSE"
"3188","94287","ISLAND"
"3189","93240","BUTTE"
"3190","94289","HUMBOLDT"
"3191","94046","YELLOWSTONE"
"3192","53823","SHELBY"
"3193","54765","BRISTOL"
"3194","92804","MONROE"
"3195","04101","ADA"
"3196","53845","BEAUFORT"
"3197","54774","CHITTENDEN"
"3198","93235","YOLO"
"3199","22015","KINNEY"
"3200","93771","BURLINGTON"
"3201","93770","SUSSEX"
"3202","04830","OAKLAND"
"3203","03987","SHACKELFORD"
"3204","53112","PIMA"
"3205","54766","ALBANY"
"3206","53851","DALE"
"3207","03020","DONA ANA"
"3208","53110","CLARK"
"3209","53825","WALTON"
"3210","53831","FLOYD"
"3211","03022","CURRY"
"3212","53113","COCONINO"
"3213","03018","ARAPAHOE"
"3214","03985","TARRANT"
"3215","03025","MESA"
"3216","03992","BELL"
"3217","53837","MONROE"
"3218","54762","CUMBERLAND"
"3219","53111","KINGS"
"3220","53839","TODD"
"3221","53857","JACKSON"
"3222","53118","IRON"
"3223","03984","ROGERS"
"3224","04844","KOSCIUSKO"
"3225","53824","TWIGGS"
"3226","94049","LOGAN"
"3227","04108","LANDER"
"3228","93774","BRUNSWICK"
"3229","53827","HARDIN"
"3230","94296","JACKSON"
"3231","94048","MCHENRY"
"3232","93768","CARTERET"
"3233","94983","CARVER"
"3234","53832","HAMBLEN"
"3235","04103","MISSOULA"
"3236","04104","SALT LAKE"
"3237","93236","SANTA CLARA"
"3238","94986","TRAILL"
"3239","53826","TALLAPOOSA"
"3240","53115","SAN DIEGO"
"3241","94980","DOUGLAS"
"3242","53833","WILSON"
"3243","04106","SPOKANE"
"3244","03993","VERNON"
"3245","03021","PUEBLO"
"3246","93772","WAKE"
"3247","53104","WASHOE"
"3248","53834","KANAWHA"
"3249","94288","WASHINGTON"
"3250","04107","BINGHAM"
"3251","53117","ORANGE"
"3252","92801","HILLSBOROUGH"
"3253","04102","CASCADE"
"3254","03986","WABAUNSEE"
"3255","94047","PENNINGTON"
"3256","94981","WEBSTER"
"3257","93234","SANTA BARBARA"
"3258","03995","ALFALFA"
"3259","53101","VENTURA"
"3260","53116","PIMA"
"3261","26641","NOME"
"3262","53114","SANTA BARBARA"
"3263","03023","DONA ANA"
"3264","54776","LEWIS"
"3265","53856","LANIER"
"3266","53906","SEBASTIAN"
"3267","25404","VALDEZ-CORDOVA"
"3268","24690","FAIRBANKS NORTH STAR BOROUGH"
"3269","22548","KAUAI"
"3270","22550","HAWAII"
"3271","22547","HAWAII"
"3272","11655","SAN JUAN"
"3273","25369","PRINCE OF WALES-OUTER KETCHIKA"
"3274","26551","NORTHWEST ARCTIC BOROUGH"
"3275","26644","YUKON-KOYUKUK"
"3276","26645","NORTHWEST ARCTIC BOROUGH"
"3277","26646","WADE HAMPTON"
"3278","26552","YUKON-KOYUKUK"
"3279","26553","BETHEL"
"3280","25629","DILLINGHAM"
"3281","63839","CULLMAN"
"3282","63804","MADISON"
"3283","63833","TALLAPOOSA"
"3284","53934","INDEPENDENCE"
"3285","53954","BENTON"
"3286","53955","BENTON"
"3287","53128","MARICOPA"
"3288","53126","MARICOPA"
"3289","04204","HUMBOLDT"
"3290","03038","EAGLE"
"3291","03039","MINERAL"
"3292","94062","LARIMER"
"3293","03040","ELBERT"
"3294","03041","CHAFFEE"
"3295","03042","COSTILLA"
"3296","94076","GRAND"
"3297","53894","DUVAL"
"3298","92813","OSCEOLA"
"3299","92814","ST. JOHNS"
"3300","92815","MARTIN"
"3301","92816","HILLSBOROUGH"
"3302","63823","DUVAL"
"3303","92817","SUMTER"
"3304","53882","DECATUR"
"3305","53883","GLYNN"
"3306","53884","COWETA"
"3307","53885","WHITFIELD"
"3308","53898","WILKES"
"3309","63803","GWINNETT"
"3310","63809","UPSON"
"3311","63813","COBB"
"3312","63818","BULLOCH"
"3313","63822","TOOMBS"
"3314","63834","ELBERT"
"3315","63835","EARLY"
"3316","63836","MCDUFFIE"
"3317","63842","COFFEE"
"3318","04903","WASHINGTON"
"3319","04904","KOSSUTH"
"3320","04906","BOONE"
"3321","04907","WRIGHT"
"3322","04908","POTTAWATTAMIE"
"3323","04910","CARROLL"
"3324","04913","LUCAS"
"3325","04915","UNION"
"3326","04916","WINNESHIEK"
"3327","04917","CRAWFORD"
"3328","04920","HAMILTON"
"3329","04925","JEFFERSON"
"3330","04930","LEE"
"3331","04936","SHELBY"
"3332","04937","PAGE"
"3333","04938","POLK"
"3334","04942","PLYMOUTH"
"3335","04947","HENRY"
"3336","04953","JONES"
"3337","04955","FAYETTE"
"3338","04959","SIOUX"
"3339","04962","MARION"
"3340","04964","MARION"
"3341","04966","MONTGOMERY"
"3342","04973","FREMONT"
"3343","04975","O'BRIEN"
"3344","04976","BUENA VISTA"
"3345","04977","JASPER"
"3346","04981","BENTON"
"3347","04129","BONNER"
"3348","04862","LOGAN"
"3349","04867","GRUNDY"
"3350","04868","MARSHALL"
"3351","04871","DEKALB"
"3352","53887","MARION"
"3353","04876","STEPHENSON"
"3354","53889","CLAY"
"3355","53891","WAYNE"
"3356","53897","SALINE"
"3357","04879","COOK"
"3358","53944","MORGAN"
"3359","04880","KANKAKEE"
"3360","04889","LIVINGSTON"
"3361","53950","PIKE"
"3362","63810","EDGAR"
"3363","04890","OGLE"
"3364","63814","RANDOLPH"
"3365","04894","WHITESIDE"
"3366","63817","CHRISTIAN"
"3367","04896","CHAMPAIGN"
"3368","04899","LA SALLE"
"3369","63851","MASSAC"
"3370","63840","WHITE"
"3371","63841","CRAWFORD"
"3372","63853","LAWRENCE"
"3373","53896","DUBOIS"
"3374","54807","HOWARD"
"3375","54809","KOSCIUSKO"
"3376","03037","THOMAS"
"3377","53939","HARVEY"
"3378","03051","WICHITA"
"3379","63815","PULASKI"
"3380","53943","NATCHITOCHES"
"3381","53958","LINCOLN"
"3382","64708","BARNSTABLE"
"3383","03724","CARROLL"
"3384","64709","YORK"
"3385","04870","CHARLEVOIX"
"3386","04872","MONROE"
"3387","04874","LUCE"
"3388","04877","EATON"
"3389","04878","CRAWFORD"
"3390","04882","HILLSDALE"
"3391","04883","MASON"
"3392","04884","EMMET"
"3393","04885","ISABELLA"
"3394","04886","BRANCH"
"3395","04887","LIVINGSTON"
"3396","04888","ST. CLAIR"
"3397","04892","CHARLEVOIX"
"3398","04893","CHEBOYGAN"
"3399","54813","ALGER"
"3400","94997","WADENA"
"3401","94999","AITKIN"
"3402","04902","MOWER"
"3403","04905","LAKE"
"3404","04909","ISANTI"
"3405","04911","COOK"
"3406","04912","POLK"
"3407","04914","CARLTON"
"3408","04918","LAC QUI PARLE"
"3409","04919","ST. LOUIS"
"3410","04922","TRAVERSE"
"3411","04923","ST. LOUIS"
"3412","04926","LAKE OF THE WOODS"
"3413","04927","FILLMORE"
"3414","04928","ITASCA"
"3415","04929","POLK"
"3416","04931","POPE"
"3417","04932","MCLEOD"
"3418","04933","MCLEOD"
"3419","04934","KITTSON"
"3420","04940","KANABEC"
"3421","04939","CLAY"
"3422","04941","MEEKER"
"3423","04943","DAKOTA"
"3424","04944","MORRISON"
"3425","04945","WRIGHT"
"3426","04946","JACKSON"
"3427","04948","STEVENS"
"3428","04951","CHIPPEWA"
"3429","04952","COTTONWOOD"
"3430","04954","CARLTON"
"3431","04956","WINONA"
"3432","04958","ST. LOUIS"
"3433","04960","RENVILLE"
"3434","04961","STEELE"
"3435","04965","PIPESTONE"
"3436","04967","GOODHUE"
"3437","04969","CHISAGO"
"3438","04970","ROSEAU"
"3439","04971","ROSEAU"
"3440","04974","DAKOTA"
"3441","04978","DODGE"
"3442","04979","LAKE"
"3443","04980","BROWN"
"3444","04982","BIG STONE"
"3445","04983","BELTRAMI"
"3446","04984","CASS"
"3447","04999","CHIPPEWA"
"3448","54901","WRIGHT"
"3449","53931","MILLER"
"3450","63808","DESOTO"
"3451","63852","HANCOCK"
"3452","93796","HERTFORD"
"3453","93799","COLUMBUS"
"3454","03727","SAMPSON"
"3455","03702","DUPLIN"
"3456","03703","CHOWAN"
"3457","53888","DAVIDSON"
"3458","03705","BLADEN"
"3459","53890","RUTHERFORD"
"3460","53892","ASHE"
"3461","03708","WAYNE"
"3462","03709","RANDOLPH"
"3463","03711","GRANVILLE"
"3464","03712","HARNETT"
"3465","53899","LINCOLN"
"3466","03713","JOHNSTON"
"3467","63801","CABARRUS"
"3468","63807","SURRY"
"3469","63811","CHEROKEE"
"3470","63812","ROWAN"
"3471","03720","MOORE"
"3472","03721","BRUNSWICK"
"3473","63816","IREDELL"
"3474","03722","PERSON"
"3475","63819","WATAUGA"
"3476","03723","LEE"
"3477","63821","WILKES"
"3478","63824","STANLY"
"3479","03731","FRANKLIN"
"3480","63844","MACON"
"3481","94061","DUNDY"
"3482","04901","HAMILTON"
"3483","04924","DODGE"
"3484","04935","PHELPS"
"3485","94063","KEITH"
"3486","94073","KIMBALL"
"3487","04992","DOUGLAS"
"3488","04993","OTOE"
"3489","03726","CAPE MAY"
"3490","03034","BERNALILLO"
"3491","03035","EDDY"
"3492","53127","CLARK"
"3493","53929","CARTER"
"3494","53930","PONTOTOC"
"3495","53932","ATOKA"
"3496","53933","WOODS"
"3497","53935","GRADY"
"3498","53936","LINCOLN"
"3499","53937","BRYAN"
"3500","53940","ROGERS"
"3501","53941","DELAWARE"
"3502","53946","SEQUOYAH"
"3503","53947","BLAINE"
"3504","53949","ATOKA"
"3505","53951","GARVIN"
"3506","53953","LE FLORE"
"3507","53956","CHEROKEE"
"3508","53957","WOODWARD"
"3509","24267","CURRY"
"3510","93795","FAYETTE"
"3511","64705","BUTLER"
"3512","64753","BUCKS"
"3513","64710","PROVIDENCE"
"3514","63820","OBION"
"3515","53928","WASHINGTON"
"3516","12978","FAYETTE"
"3517","53942","WILLIAMSON"
"3518","12979","CALDWELL"
"3519","53945","JASPER"
"3520","53948","NACOGDOCHES"
"3521","53952","MCLENNAN"
"3522","12980","HIDALGO"
"3523","12981","MATAGORDA"
"3524","12982","BROOKS"
"3525","03044","HOWARD"
"3526","03045","OCHILTREE"
"3527","53962","TITUS"
"3528","53981","JOHNSON"
"3529","53963","RED RIVER"
"3530","53964","WISE"
"3531","53965","YOUNG"
"3532","53979","LEE"
"3533","53966","ELLIS"
"3534","53967","GRAYSON"
"3535","53969","WILBARGER"
"3536","53970","DALLAS"
"3537","53971","CHEROKEE"
"3538","03050","SCURRY"
"3539","12984","NUECES"
"3540","53972","HILL"
"3541","12983","HIDALGO"
"3542","53973","ROBERTSON"
"3543","53975","DALLAS"
"3544","53977","HOOD"
"3545","12985","UVALDE"
"3546","53976","WISE"
"3547","03052","GRAY"
"3548","53982","UPSHUR"
"3549","03059","SUTTON"
"3550","53983","LLANO"
"3551","03036","SAN JUAN"
"3552","04116","SALT LAKE"
"3553","93797","MECKLENBURG"
"3554","53881","MONTGOMERY"
"3555","93798","CULPEPER"
"3556","03701","CHESAPEAKE (CITY)"
"3557","03704","GREENSVILLE"
"3558","03706","SPOTSYLVANIA"
"3559","03707","CUMBERLAND"
"3560","03710","PRINCE WILLIAM"
"3561","53895","CARROLL"
"3562","03714","LOUDOUN"
"3563","03715","LOUISA"
"3564","63802","WISE"
"3565","03716","ACCOMACK"
"3566","63805","SMYTH"
"3567","63806","HENRY"
"3568","03717","FREDERICK"
"3569","03718","ORANGE"
"3570","03719","SUFFOLK (CITY)"
"3571","03730","JAMES CITY"
"3572","03734","KING AND QUEEN"
"3573","03735","STAFFORD"
"3574","04205","SNOHOMISH"
"3575","04224","SAN JUAN"
"3576","04864","LANGLADE"
"3577","04865","VILAS"
"3578","04866","WALWORTH"
"3579","04873","GREEN"
"3580","04963","CRAWFORD"
"3581","04891","LINCOLN"
"3582","04972","BURNETT"
"3583","04897","WAUKESHA"
"3584","04898","DODGE"
"3585","63832","UPSHUR"
"3586","03725","GRANT"
"3587","54904","SWIFT"
"3588","54905","ST. LOUIS"
"3589","53984","TARRANT"
"3590","54816","GRATIOT"
"3591","03068","EL PASO"
"3592","03056","GAINES"
"3593","03058","REEVES"
"3594","03736","DARE"
"3595","03738","RICHMOND"
"3596","03737","CURRITUCK"
"3597","03741","BEAUFORT"
"3598","03742","DARLINGTON"
"3599","04133","WASATCH"
"3600","04995","DUNN"
"3601","04996","CARROLL"
"3602","04997","AITKIN"
"3603","04998","THAYER"
"3604","12986","CALHOUN"
"3605","12992","KINNEY"
"3606","12989","CAMERON"
"3607","12990","LAFOURCHE"
"3608","12991","TERREBONNE"
"3609","25376","PRINCE OF WALES-OUTER KETCHIKA"
"3610","25377","PRINCE OF WALES-OUTER KETCHIKA"
"3611","25378","SKAGWAY-HOONAH-ANGOON"
"3612","25518","LAKE AND PENINSULA BOROUGH"
"3613","25519","LAKE AND PENINSULA BOROUGH"
"3614","26497","ANCHORAGE BOROUGH"
"3615","26498","FAIRBANKS NORTH STAR BOROUGH"
"3616","26499","DENALI BOROUGH"
"3617","26554","BETHEL"
"3618","26555","YUKON-KOYUKUK"
"3619","26559","KENAI PENINSULA BOROUGH"
"3620","26648","NORTHWEST ARCTIC BOROUGH"
"3621","26651","WADE HAMPTON"
"3622","46402","VALDEZ-CORDOVA"
"3623","46404","VALDEZ-CORDOVA"
"3624","46407","MATANUSKA-SUSITNA BOROUGH"
"3625","53135","MOHAVE"
"3626","53143","SAN DIEGO"
"3627","53146","COCHISE"
"3628","53861","DALE"
"3629","53978","WOOD"
"3630","53985","WHITE"
"3631","54817","HURON"
"3632","54818","BENZIE"
"3633","54819","WAYNE"
"3634","54820","MACKINAC"
"3635","54821","CALHOUN"
"3636","54822","INGHAM"
"3637","54823","MONROE"
"3638","54824","SHIAWASSEE"
"3639","54825","PRESQUE ISLE"
"3640","54828","TUSCOLA"
"3641","54829","OAKLAND"
"3642","54832","WAUPACA"
"3643","54833","SAUK"
"3644","54838","VILAS"
