state,county,year,freezing_days
CO,EAGLE,2011,21
IA,AUDUBON,2011,34
IL,ALEXANDER,2011,3
IA,POWESHIEK,2011,37
IA,FLOYD,2011,44
TX,COOKE,2011,4
WA,BENTON,2011,19
IL,MCLEAN,2011,30
AK,LAKE AND PENINSULA BOROUGH,2011,24
VA,FAIRFAX,2011,3
NJ,BURLINGTON,2011,11
OK,COMANCHE,2011,6
KS,MORTON,2005,9
ID,KOOTENAI,2005,32
KS,LYON,2005,20
IA,DES MOINES,2005,27
KS,SHERMAN,2005,17
NY,WESTCHESTER,2005,22
KS,CLOUD,2005,23
MO,ST. LOUIS,2005,12
MO,MARIES,2005,12
MA,NANTUCKET,2005,11
AK,JUNEAU BOROUGH,2005,25
MT,YELLOWSTONE,2005,33
MO,JASPER,2005,8
NH,MERRIMACK,2005,36
NE,CHEYENNE,2005,10
ND,WILLIAMS,2005,53
PA,YORK,2005,11
MI,ST. JOSEPH,2005,34
OK,WASHITA,2005,3
WI,PRICE,2005,27
VA,MECKLENBURG,2005,2
KS,HARVEY,2005,13
MT,RICHLAND,2005,50
CO,PITKIN,2005,36
NE,BOX BUTTE,2005,22
CT,WINDHAM,2005,32
WA,FRANKLIN,2005,16
SC,YORK,2005,1
WV,BERKELEY,2005,10
KY,FRANKLIN,2005,6
NV,WHITE PINE,2016,12
OH,WAYNE,2016,7
MN,ANOKA,2016,48
IN,ST. JOSEPH,2016,30
IL,CHRISTIAN,2016,25
ID,KOOTENAI,2016,18
TX,HEMPHILL,2016,2
NE,KIMBALL,2016,14
SD,MEADE,2016,23
MD,MONTGOMERY,2016,12
IN,BARTHOLOMEW,2016,24
IL,ST. CLAIR,2016,17
SD,TRIPP,2016,28
KY,WARREN,2016,8
ND,STUTSMAN,2016,64
IL,SANGAMON,2016,22
IL,ADAMS,2016,25
MO,JACKSON,2016,17
MN,BECKER,2016,62
NE,THOMAS,2016,15
WI,WAUPACA,2016,34
IL,WILL,2016,29
WV,WYOMING,2016,11
VA,SMYTH,2016,10
MI,MECOSTA,2016,41
ME,ANDROSCOGGIN,2016,29
IA,MAHASKA,2016,32
VA,MONTGOMERY,2016,10
OK,WOODS,2016,2
NV,ELKO,2016,18
MI,WASHTENAW,2016,31
NH,BELKNAP,2016,25
VT,WASHINGTON,2016,35
NH,HILLSBOROUGH,2016,13
KS,JOHNSON,2016,18
CO,LINCOLN,2016,11
KS,RENO,2016,7
VT,CHITTENDEN,2016,24
NJ,ATLANTIC,2016,4
IN,ALLEN,2016,21
ME,OXFORD,2016,24
UT,CACHE,2016,33
MT,FERGUS,2016,20
MN,OLMSTED,2016,52
MI,CLINTON,2016,30
WA,KLICKITAT,2016,10
ND,BURLEIGH,2016,44
VA,LOUDOUN,2016,6
PA,LEHIGH,2016,7
ID,NEZ PERCE,2016,11
MI,GENESEE,2016,26
NY,ERIE,2016,24
ME,PISCATAQUIS,2016,67
WY,LARAMIE,2016,14
NH,MERRIMACK,2016,18
ND,RICHLAND,2016,58
IA,O'BRIEN,2016,44
IL,WAYNE,2016,17
WI,DANE,2016,38
NY,WESTCHESTER,2016,8
PA,DAUPHIN,2016,7
UT,IRON,2016,8
IN,HOWARD,2016,18
UT,UTAH,2016,23
CO,RIO BLANCO,2016,30
MN,DAKOTA,2006,25
OK,SEMINOLE,2006,1
MI,MACKINAC,2006,35
MI,ST. JOSEPH,2006,17
MN,WATONWAN,2006,30
MN,CASS,2006,59
MI,IOSCO,2006,24
SD,LYMAN,2006,10
MO,LINN,2006,9
NE,GRANT,2006,26
ME,HANCOCK,2006,28
MT,DAWSON,2006,24
IA,CLINTON,2006,16
WI,BARRON,2006,48
MN,MURRAY,2006,25
MT,GALLATIN,2006,28
ID,LEMHI,2006,37
MN,BECKER,2006,53
MN,ST. LOUIS,2006,54
MI,GRATIOT,2006,24
PA,VENANGO,2006,26
MN,SHERBURNE,2006,30
MI,SHIAWASSEE,2006,23
MN,KANDIYOHI,2006,35
NE,BUFFALO,2006,13
PA,CENTRE,2006,14
IL,EFFINGHAM,2006,4
WA,BENTON,2006,16
VA,WISE,2006,6
MO,ST. FRANCOIS,2006,4
OK,CHEROKEE,2006,2
WI,JUNEAU,2006,26
MD,FREDERICK,2006,1
UT,DAVIS,2006,20
SD,SHANNON,2006,18
MA,FRANKLIN,2006,17
NY,TOMPKINS,2006,29
MI,KEWEENAW,2006,49
MT,FERGUS,2006,25
NE,BOX BUTTE,2006,21
NE,HALL,2006,9
WY,BIG HORN,2006,23
MI,DICKINSON,2006,50
MN,DOUGLAS,2006,50
AK,KETCHIKAN GATEWAY BOROUGH,2006,11
IN,ALLEN,2006,10
WI,WINNEBAGO,2006,27
MO,ADAIR,2006,12
OR,BAKER,2006,16
NM,SANTA FE,2006,4
PA,ALLEGHENY,2006,11
OK,OKLAHOMA,2006,4
MI,BERRIEN,2006,11
IA,MARSHALL,2006,19
ND,WARD,2006,57
ND,STUTSMAN,2006,59
WY,ALBANY,2006,40
UT,BEAVER,2006,20
WY,SWEETWATER,2006,40
KS,RENO,2006,4
KS,FORD,2006,5
NV,ELKO,2006,14
MI,GENESEE,2006,18
NJ,MERCER,2006,2
LA,OUACHITA,2006,1
OR,HARNEY,2006,13
WY,JOHNSON,2006,23
MO,MARIES,2006,6
KS,GRAHAM,2006,6
NY,YATES,2006,21
MT,SILVER BOW,2006,34
MN,LAKE OF THE WOODS,2006,83
WV,BROOKE,2006,13
PA,BLAIR,2006,12
UT,CACHE,2006,20
NE,DAWES,2006,16
SD,HUGHES,2006,21
CA,EL DORADO,2006,12
IL,ADAMS,2006,10
ND,BURLEIGH,2006,31
MI,CLINTON,2006,18
NY,CHAUTAUQUA,2006,19
PA,ERIE,2006,19
CO,MESA,2006,9
IA,WOODBURY,2006,9
MN,OLMSTED,2006,28
NJ,SOMERSET,2006,2
WY,WASHAKIE,2006,18
KY,DAVIESS,2006,3
IA,CASS,2007,47
OK,PONTOTOC,2007,5
OK,GARVIN,2007,8
MS,TUNICA,2007,1
VA,WASHINGTON,2007,10
NH,GRAFTON,2007,48
AR,WASHINGTON,2007,7
NH,CHESHIRE,2007,40
CO,LA PLATA,2007,18
PA,LANCASTER,2007,20
IL,PEORIA,2007,28
CO,LINCOLN,2007,36
TX,DALLAM,2007,12
PA,CLEARFIELD,2007,40
IN,ST. JOSEPH,2007,40
PA,DAUPHIN,2007,15
NJ,CUMBERLAND,2007,13
OR,MALHEUR,2007,7
WA,WALLA WALLA,2007,17
MI,GRAND TRAVERSE,2007,65
WV,BROOKE,2007,33
SD,HAAKON,2007,40
UT,GARFIELD,2007,33
AK,ALEUTIANS EAST BOROUGH,2007,32
AR,BOONE,2007,7
WA,KLICKITAT,2007,6
NY,ALBANY,2007,38
WY,SWEETWATER,2007,59
ID,TWIN FALLS,2007,19
IN,SHELBY,2007,25
ID,POWER,2007,29
OR,KLAMATH,2007,15
UT,WEBER,2007,27
DE,SUSSEX,2007,9
SD,BRULE,2007,51
MO,LIVINGSTON,2007,30
CT,NEW LONDON,2007,19
VT,CHITTENDEN,2007,58
WY,SHERIDAN,2007,27
WA,YAKIMA,2007,15
NJ,BERGEN,2007,14
PA,LYCOMING,2007,25
NE,HALL,2007,33
AK,YAKUTAT BOROUGH,2007,18
WA,BENTON,2007,26
IL,ST. CLAIR,2007,14
MT,RICHLAND,2007,52
SD,YANKTON,2007,60
NY,ORANGE,2007,29
UT,TOOELE,2007,19
PA,INDIANA,2007,41
VA,AUGUSTA,2007,4
IL,PIKE,2007,26
IL,CHRISTIAN,2007,24
OH,CLARK,2007,32
KY,DAVIESS,2007,10
KY,HARDIN,2010,33
IL,ST. CLAIR,2010,25
MI,MACOMB,2010,50
WI,LINCOLN,2010,73
WV,GREENBRIER,2010,39
IA,O'BRIEN,2010,64
MI,IOSCO,2010,53
IA,FLOYD,2010,68
IL,MASSAC,2010,13
MI,INGHAM,2010,58
WI,BARRON,2010,71
MI,GRATIOT,2010,57
MT,GALLATIN,2010,42
MN,FREEBORN,2010,78
IL,SALINE,2010,12
IL,KNOX,2010,58
WI,JEFFERSON,2010,59
VA,BATH,2010,55
OH,COSHOCTON,2010,56
NC,HENDERSON,2010,18
UT,WASATCH,2010,13
NC,BUNCOMBE,2010,19
NM,SOCORRO,2010,10
AL,DEKALB,2010,4
SD,YANKTON,2010,72
MO,MILLER,2010,21
WA,OKANOGAN,2010,21
IL,PEORIA,2010,45
ND,STUTSMAN,2010,95
OK,MUSKOGEE,2010,6
CO,PUEBLO,2010,6
TN,DAVIDSON,2010,9
MI,EMMET,2010,62
IA,CERRO GORDO,2010,84
IA,DECATUR,2010,58
SD,HUGHES,2010,81
OH,BUTLER,2010,27
IA,BLACK HAWK,2010,69
MT,YELLOWSTONE,2010,37
PA,DAUPHIN,2010,16
IL,LAKE,2010,52
KS,LYON,2010,22
MO,GREENE,2010,15
IN,SHELBY,2010,42
NY,CLINTON,2010,50
WV,MONONGALIA,2010,42
MA,WORCESTER,2010,42
MI,ROSCOMMON,2010,61
IA,MARSHALL,2010,72
MT,MISSOULA,2010,27
SD,MINNEHAHA,2010,79
KS,JOHNSON,2010,27
AR,BOONE,2010,15
VA,CAMPBELL,2010,6
WV,KANAWHA,2010,33
MA,SUFFOLK,2010,7
NE,CUSTER,2010,37
MA,MIDDLESEX,2010,17
NY,ONONDAGA,2010,52
WA,FRANKLIN,2010,7
OR,KLAMATH,2010,5
PA,YORK,2010,12
VT,CHITTENDEN,2010,48
WV,BROOKE,2010,50
WI,GRANT,2010,53
KS,GRAHAM,2010,20
MO,CLAY,2010,23
GA,FAYETTE,2010,1
UT,CARBON,2010,30
ND,STARK,2010,94
NE,RICHARDSON,2010,37
VA,ROANOKE,2010,7
NE,CHERRY,2010,33
KS,CLOUD,2010,24
KY,FRANKLIN,2010,34
MO,BUCHANAN,2010,31
IL,JACKSON,2010,15
PA,LUZERNE,2010,36
IA,LINN,2010,72
MA,ESSEX,2010,13
OR,BAKER,2010,12
IN,TIPPECANOE,2010,44
NE,SCOTTS BLUFF,2010,8
PA,NORTHUMBERLAND,2010,14
ME,CUMBERLAND,2010,17
NH,MERRIMACK,2010,20
ND,BILLINGS,2010,80
OR,JOSEPHINE,2010,10
MN,BLUE EARTH,2010,82
ID,SHOSHONE,2010,100
MI,MUSKEGON,2010,41
IN,DELAWARE,2010,53
MI,SAGINAW,2010,60
WA,GRANT,2010,12
MO,JACKSON,2010,26
MD,WORCESTER,2010,9
SD,SHANNON,2010,40
NE,MADISON,2010,55
NE,BUFFALO,2010,32
NE,THOMAS,2010,30
AK,WRANGELL-PETERSBURG,2010,5
AR,PRAIRIE,2010,6
UT,TOOELE,2010,18
NE,PLATTE,2010,51
ID,ELMORE,2010,8
KS,PRATT,2010,15
ID,BLAINE,2010,39
MS,DESOTO,2010,8
NJ,MORRIS,2010,15
CO,EAGLE,2010,21
IA,AUDUBON,2010,54
VA,SMYTH,2010,34
NC,SURRY,2010,3
AR,POLK,2010,1
TX,COOKE,2010,2
NC,WILKES,2010,8
WA,BENTON,2010,11
NE,LANCASTER,2012,11
KY,WOODFORD,2012,3
ND,BILLINGS,2012,46
AK,FAIRBANKS NORTH STAR BOROUGH,2012,146
CO,CHAFFEE,2012,18
MN,PINE,2012,56
MT,ROOSEVELT,2012,49
AK,SOUTHEAST FAIRBANKS,2012,155
AK,ALEUTIANS WEST,2012,10
UT,WASATCH,2012,20
UT,WAYNE,2012,10
IA,JASPER,2012,25
CO,RIO BLANCO,2012,17
AK,ALEUTIANS EAST BOROUGH,2012,49
ND,KIDDER,2012,64
AK,LAKE AND PENINSULA BOROUGH,2012,62
IL,CHAMPAIGN,2012,9
ME,AROOSTOOK,2012,50
NE,SIOUX,2012,15
AK,SKAGWAY-HOONAH-ANGOON,2012,23
AK,KENAI PENINSULA BOROUGH,2012,68
MI,OTSEGO,2012,57
CO,WASHINGTON,2012,16
IL,DEKALB,2012,26
AK,NORTHWEST ARCTIC BOROUGH,2012,161
NH,STRAFFORD,2012,11
NM,RIO ARRIBA,2012,11
WI,JUNEAU,2012,30
AK,NORTH SLOPE BOROUGH,2012,175
CO,WELD,2012,10
AK,MATANUSKA-SUSITNA BOROUGH,2012,93
AK,NOME,2012,147
NH,COOS,2012,40
AK,YUKON-KOYUKUK,2012,119
MI,ST. JOSEPH,2012,18
AK,WADE HAMPTON,2012,132
MI,MONROE,2012,8
MI,INGHAM,2012,21
AK,DENALI BOROUGH,2012,141
AK,BETHEL,2012,64
NY,ONEIDA,2012,21
VT,RUTLAND,2012,27
ND,RAMSEY,2012,77
MI,GOGEBIC,2012,60
NE,WAYNE,2012,23
RI,PROVIDENCE,2012,9
NY,SULLIVAN,2012,17
MI,MARQUETTE,2012,54
MN,OTTER TAIL,2012,63
WY,TETON,2012,61
SD,YANKTON,2012,29
MN,KOOCHICHING,2012,62
WI,WINNEBAGO,2012,32
MI,PRESQUE ISLE,2012,29
WI,WAUPACA,2012,23
AK,DILLINGHAM,2012,111
MN,BECKER,2012,63
MN,YELLOW MEDICINE,2012,42
MI,MECOSTA,2012,27
NH,GRAFTON,2012,17
WI,DOUGLAS,2012,56
MT,RICHLAND,2012,45
MN,MURRAY,2012,45
NE,BROWN,2012,14
MN,LYON,2012,37
AK,ANCHORAGE BOROUGH,2012,84
MN,PENNINGTON,2012,82
IN,HOWARD,2012,12
WI,MANITOWOC,2012,25
NE,DAWSON,2012,11
MI,CALHOUN,2012,21
KY,HENDERSON,2012,2
MN,GOODHUE,2012,39
ID,SHOSHONE,2012,105
MI,DELTA,2012,36
ID,LEMHI,2012,24
KS,BARTON,2012,10
MT,DAWSON,2012,41
MN,ITASCA,2012,71
MI,MANISTEE,2012,24
MN,NOBLES,2012,45
UT,TOOELE,2012,11
AK,WRANGELL-PETERSBURG,2012,10
MI,CHIPPEWA,2012,38
WI,VILAS,2012,55
MN,CASS,2012,71
IL,LAWRENCE,2012,1
MN,AITKIN,2012,62
WI,TAYLOR,2012,50
MI,WEXFORD,2012,40
MN,WADENA,2012,70
MN,ST. LOUIS,2012,57
WI,BARRON,2012,46
NH,CHESHIRE,2012,13
ID,BLAINE,2012,34
PA,INDIANA,2012,13
NH,BELKNAP,2012,25
MN,WRIGHT,2012,51
WI,SAUK,2012,25
MN,BLUE EARTH,2012,43
MN,WASECA,2012,30
WI,LINCOLN,2012,55
SD,OTTER TAIL,2012,63
WI,MONROE,2012,28
MN,SWIFT,2012,44
MI,IOSCO,2012,26
WY,SUBLETTE,2012,49
NE,PLATTE,2012,16
WI,POLK,2012,37
PA,BUCKS,2012,4
MN,MARTIN,2012,39
MN,DOUGLAS,2012,63
IN,ELKHART,2012,14
MT,VALLEY,2012,46
ND,STUTSMAN,2012,57
WI,ASHLAND,2012,53
MT,FALLON,2012,33
PA,ALLEGHENY,2012,7
OH,CLARK,2012,19
IA,MARSHALL,2012,27
OH,MONTGOMERY,2012,7
ND,ADAMS,2012,36
WY,ALBANY,2012,42
MT,GLACIER,2012,33
OR,JOSEPHINE,2012,18
SD,SHANNON,2012,15
WY,CARBON,2012,31
WA,CHELAN,2012,14
WA,OKANOGAN,2012,19
ME,PENOBSCOT,2012,36
ND,GRAND FORKS,2012,68
MT,YELLOWSTONE,2012,16
KY,HARDIN,2012,2
IA,JOHNSON,2012,22
MI,ALPENA,2012,24
MT,CUSTER,2012,26
WV,BROOKE,2012,13
MA,FRANKLIN,2012,14
UT,IRON,2012,7
MN,REDWOOD,2012,38
MA,MIDDLESEX,2012,10
IA,DECATUR,2012,15
OH,BUTLER,2012,5
OR,KLAMATH,2012,6
MT,FERGUS,2012,31
NE,CUSTER,2012,17
WY,JOHNSON,2012,28
VA,LOUDOUN,2012,2
ND,BURLEIGH,2012,42
SD,HAAKON,2012,21
ND,STARK,2012,46
NY,CLINTON,2012,33
ND,CASS,2012,50
VT,LAMOILLE,2012,39
MI,HOUGHTON,2012,64
NE,DAWES,2012,15
IA,EMMET,2012,40
MT,SILVER BOW,2012,43
MI,EMMET,2012,32
WI,SAWYER,2012,53
ND,WARD,2012,64
IL,PEORIA,2012,11
IL,JACKSON,2012,1
ID,VALLEY,2012,50
UT,GARFIELD,2012,21
IL,ADAMS,2012,14
NY,ALLEGANY,2012,25
MA,BARNSTABLE,2012,2
MN,SHERBURNE,2012,49
IN,MIAMI,2012,13
SD,MEADE,2012,18
MI,HURON,2012,16
ME,PISCATAQUIS,2012,72
MN,COOK,2012,39
MI,ALGER,2012,36
SD,ROBERTS,2012,53
ND,MCLEAN,2012,65
VT,CALEDONIA,2012,45
MT,FLATHEAD,2012,25
IA,WAPELLO,2012,20
NY,FRANKLIN,2012,50
KS,CLOUD,2012,9
MN,HUBBARD,2012,72
MT,BEAVERHEAD,2012,23
MO,BUCHANAN,2012,12
AK,KODIAK ISLAND BOROUGH,2012,50
MA,HAMPDEN,2012,10
ID,MADISON,2012,25
MT,HILL,2012,23
IA,CERRO GORDO,2012,33
MI,DICKINSON,2012,47
AK,JUNEAU BOROUGH,2012,34
WA,SPOKANE,2012,5
IL,WINNEBAGO,2012,16
WY,BIG HORN,2012,21
NM,UNION,2012,1
IA,POLK,2012,14
NE,MADISON,2012,15
MO,JASPER,2012,2
IL,MCLEAN,2012,20
MO,ADAIR,2012,11
ND,WILLIAMS,2012,49
WY,FREMONT,2012,12
WY,SHERIDAN,2012,18
NY,ALBANY,2012,11
UT,BEAVER,2012,11
IN,ALLEN,2012,12
IA,DUBUQUE,2012,26
NH,MERRIMACK,2012,14
MN,HENNEPIN,2012,32
CO,ARAPAHOE,2012,10
CO,TELLER,2014,9
CO,MOFFAT,2014,23
KS,RILEY,2014,25
AL,JACKSON,2014,4
NM,SOCORRO,2014,3
CO,LAKE,2014,54
FL,SANTA ROSA,2014,1
PA,INDIANA,2014,44
KY,PULASKI,2014,11
TX,MCCULLOCH,2014,3
VA,WASHINGTON,2014,7
GA,CHATTAHOOCHEE,2014,2
IL,JEFFERSON,2014,24
ME,KNOX,2014,42
CO,MONTROSE,2014,9
NE,HALL,2014,36
MT,BEAVERHEAD,2014,33
DC,LOUDOUN,2014,11
AR,BOONE,2014,7
AR,LAWRENCE,2014,12
WA,WALLA WALLA,2014,25
ID,BONNEVILLE,2014,25
MI,SAGINAW,2014,59
WY,BIG HORN,2014,50
NM,LEA,2014,3
TX,WISE,2014,2
UT,CACHE,2014,30
KS,GEARY,2014,20
AK,YAKUTAT BOROUGH,2014,5
KS,JOHNSON,2014,23
ME,LINCOLN,2014,33
NJ,ATLANTIC,2014,11
NE,MADISON,2014,42
WA,OKANOGAN,2014,25
KS,COWLEY,2014,10
NE,SCOTTS BLUFF,2014,32
MT,YELLOWSTONE,2014,36
MA,DUKES,2014,9
CO,PUEBLO,2014,16
IA,WAPELLO,2014,47
ID,VALLEY,2014,31
AR,UNION,2014,1
WI,LA CROSSE,2014,69
KY,WARREN,2014,9
MD,WICOMICO,2014,5
NV,ELKO,2014,4
KS,SEWARD,2014,12
TX,SMITH,2014,2
OK,PAYNE,2004,6
NE,GRANT,2004,7
CO,MOFFAT,2004,10
NH,STRAFFORD,2004,36
WI,JUNEAU,2004,13
NY,CORTLAND,2004,9
MO,ADAIR,2004,24
UT,GARFIELD,2004,39
NE,MADISON,2004,32
PA,NORTHUMBERLAND,2004,28
OH,CLINTON,2004,22
WI,MARATHON,2004,65
NY,WESTCHESTER,2004,27
MI,MUSKEGON,2004,34
NE,HALL,2004,28
ND,CASS,2004,64
WY,CARBON,2004,38
NY,MONROE,2004,37
VT,CHITTENDEN,2004,51
PA,YORK,2004,20
VA,ARLINGTON,2004,11
UT,SALT LAKE,2004,37
ND,STARK,2004,49
NY,LIVINGSTON,2004,26
MI,CALHOUN,2004,38
AK,ALEUTIANS WEST,2004,17
CO,EL PASO,2004,10
OK,KAY,2004,7
KS,CLOUD,2004,21
WY,SHERIDAN,2004,15
WY,LARAMIE,2004,20
NH,GRAFTON,2004,40
WI,CHIPPEWA,2004,56
AK,JUNEAU BOROUGH,2004,22
NY,CHEMUNG,2004,34
KS,JOHNSON,2004,19
OH,TRUMBULL,2004,29
AK,VALDEZ-CORDOVA,2004,17
IA,BLACK HAWK,2004,42
TX,LUBBOCK,2004,3
SD,HAAKON,2004,28
AR,BOONE,2004,7
NH,HILLSBOROUGH,2004,30
ID,MADISON,2004,53
VA,NEWPORT NEWS (CITY),2004,2
MD,CALVERT,2004,7
NY,ALBANY,2004,33
MA,FRANKLIN,2004,37
RI,KENT,2004,19
KY,BOONE,2004,19
WY,WASHAKIE,2004,31
MD,ANNE ARUNDEL,2004,11
MT,SILVER BOW,2004,29
MT,GALLATIN,2004,35
KS,RENO,2004,20
PA,LYCOMING,2004,23
NY,NEW YORK,2004,18
OR,UMATILLA,2004,3
CO,MESA,2004,19
MT,CUSTER,2004,34
MD,BALTIMORE (CITY),2004,13
NM,MCKINLEY,2004,4
MI,JACKSON,2004,38
NJ,BERGEN,2004,19
AK,NORTH SLOPE BOROUGH,2008,175
MI,ALGER,2008,73
MT,ROOSEVELT,2008,49
NE,SIOUX,2008,20
IN,LAWRENCE,2008,24
NE,GRANT,2008,24
NE,LANCASTER,2008,22
ND,KIDDER,2008,37
ME,AROOSTOOK,2008,79
AK,SITKA BOROUGH,2008,10
SD,HARDING,2008,42
OH,COSHOCTON,2008,41
AK,FAIRBANKS NORTH STAR BOROUGH,2008,152
ND,BURKE,2008,85
MN,PINE,2008,99
WY,CROOK,2008,75
MI,OTSEGO,2008,94
NH,STRAFFORD,2008,30
SD,MCPHERSON,2008,84
KY,WOODFORD,2008,13
CO,BOULDER,2008,89
IL,DEKALB,2008,61
SD,LYMAN,2008,45
NY,CORTLAND,2008,57
WY,FREMONT,2008,35
SD,MEADE,2008,34
SD,ROBERTS,2008,81
AK,WADE HAMPTON,2008,121
KS,RILEY,2008,17
SD,BRULE,2008,43
WY,TETON,2008,87
VT,CALEDONIA,2008,69
MI,KEWEENAW,2008,88
MI,HURON,2008,51
ND,MCLEAN,2008,76
MN,COOK,2008,83
UT,GRAND,2008,19
MT,GRANITE,2008,45
AK,MATANUSKA-SUSITNA BOROUGH,2008,83
AK,YUKON-KOYUKUK,2008,117
WI,MANITOWOC,2008,72
AK,NOME,2008,135
AK,DENALI BOROUGH,2008,140
MI,CHIPPEWA,2008,79
AK,NORTHWEST ARCTIC BOROUGH,2008,171
AK,LAKE AND PENINSULA BOROUGH,2008,51
AK,BETHEL,2008,57
AR,MISSISSIPPI,2008,5
AK,SKAGWAY-HOONAH-ANGOON,2008,21
NJ,MORRIS,2008,11
AK,KENAI PENINSULA BOROUGH,2008,47
MI,JACKSON,2008,48
MA,HAMPDEN,2008,24
WI,IOWA,2008,76
IA,WEBSTER,2008,68
MN,SWIFT,2008,88
SD,HUGHES,2008,47
WI,MARATHON,2008,79
MN,ANOKA,2008,74
WI,MILWAUKEE,2008,45
IA,O'BRIEN,2008,44
MN,NOBLES,2008,85
MN,ST. LOUIS,2008,87
MN,HENNEPIN,2008,69
AK,ANCHORAGE BOROUGH,2008,63
WI,ROCK,2008,57
NY,TOMPKINS,2008,52
MI,MARQUETTE,2008,91
AK,BRISTOL BAY BOROUGH,2008,81
SD,WALWORTH,2008,57
IA,CASS,2008,38
IA,FLOYD,2008,74
NY,OSWEGO,2008,50
ME,PENOBSCOT,2008,46
MI,CALHOUN,2008,48
MI,MONROE,2008,34
NH,COOS,2008,61
MN,DAKOTA,2008,72
MI,WAYNE,2008,28
KY,HARDIN,2008,13
WI,SAUK,2008,64
MN,OTTER TAIL,2008,98
CA,NEVADA,2008,20
MN,WADENA,2008,96
AK,DILLINGHAM,2008,90
NE,BUFFALO,2008,28
WA,WHATCOM,2008,9
OH,MONTGOMERY,2008,24
ND,GRAND FORKS,2008,103
VT,RUTLAND,2008,48
AK,SOUTHEAST FAIRBANKS,2008,152
OK,COMANCHE,2008,3
MN,PENNINGTON,2008,101
KY,HENDERSON,2008,16
MN,FREEBORN,2008,86
NH,GRAFTON,2008,35
IL,WILL,2008,42
MN,BECKER,2008,94
NE,KIMBALL,2008,21
WI,DOUGLAS,2008,89
IA,POWESHIEK,2008,55
IL,CHRISTIAN,2008,31
WV,BRAXTON,2008,7
MI,MACKINAC,2008,71
WI,JUNEAU,2008,73
MN,WRIGHT,2008,82
WI,PRICE,2008,82
WI,MONROE,2008,63
WI,JEFFERSON,2008,63
IL,PIKE,2008,30
MI,BENZIE,2008,47
WI,WAUPACA,2008,73
WY,SUBLETTE,2008,73
MN,BELTRAMI,2008,103
NE,BOONE,2008,29
NE,WAYNE,2008,41
NE,BROWN,2008,29
WI,VILAS,2008,93
MN,WATONWAN,2008,78
IN,KOSCIUSKO,2008,42
NE,THOMAS,2008,24
MI,ST. JOSEPH,2008,43
MN,GOODHUE,2008,66
WV,GREENBRIER,2008,11
IL,LAWRENCE,2008,16
CO,EAGLE,2008,49
MI,GRATIOT,2008,54
WI,LINCOLN,2008,81
MN,ROCK,2008,63
OR,LAKE,2008,33
ME,HANCOCK,2008,40
CO,GUNNISON,2008,83
ND,STARK,2008,55
MI,GOGEBIC,2008,97
IL,CRAWFORD,2008,14
NH,BELKNAP,2008,45
PA,VENANGO,2008,48
OH,MUSKINGUM,2008,21
ME,KENNEBEC,2008,47
PA,BUTLER,2008,27
NY,ST. LAWRENCE,2008,71
OR,DESCHUTES,2008,11
WY,CARBON,2008,58
IA,DUBUQUE,2008,59
NY,LIVINGSTON,2008,36
SD,HAAKON,2008,37
MI,CLINTON,2008,41
SD,MINNEHAHA,2008,59
NV,ELKO,2008,32
NY,JEFFERSON,2008,47
ID,VALLEY,2008,61
OH,HANCOCK,2008,40
NY,WARREN,2008,44
MN,REDWOOD,2008,77
MA,NANTUCKET,2008,7
MI,ROSCOMMON,2008,68
VT,LAMOILLE,2008,63
WY,SHERIDAN,2008,32
NJ,CUMBERLAND,2008,5
CO,OTERO,2008,8
IN,ELKHART,2008,44
MO,CLAY,2008,17
AK,JUNEAU BOROUGH,2008,36
SD,CODINGTON,2008,84
MN,DOUGLAS,2008,97
MN,LAKE OF THE WOODS,2008,105
MI,WASHTENAW,2008,48
NY,CLINTON,2008,57
IN,VANDERBURGH,2008,9
WI,SAWYER,2008,74
CO,LAKE,2008,95
WY,SWEETWATER,2008,65
CO,MONTEZUMA,2008,15
MO,HOWELL,2008,12
MT,LEWIS AND CLARK,2008,28
WV,BERKELEY,2008,11
MD,WASHINGTON,2008,13
IA,MARSHALL,2008,73
ID,TWIN FALLS,2008,22
MN,KOOCHICHING,2008,106
KS,RUSSELL,2008,18
UT,SALT LAKE,2008,19
ME,YORK,2008,34
OH,CLINTON,2008,30
ID,SHOSHONE,2008,124
ND,WILLIAMS,2008,54
MT,BEAVERHEAD,2008,39
NE,ADAMS,2008,28
RI,NEWPORT,2008,9
CT,NEW HAVEN,2008,8
IA,SCOTT,2008,51
MT,FLATHEAD,2008,32
MI,GRAND TRAVERSE,2008,63
NY,FRANKLIN,2008,76
SD,BROWN,2008,70
NY,MONROE,2008,30
ND,STUTSMAN,2008,99
NH,HILLSBOROUGH,2008,23
IA,CLAY,2008,76
MI,GENESEE,2008,42
NJ,SOMERSET,2008,8
IN,SHELBY,2008,30
IA,DECATUR,2008,42
NE,DOUGLAS,2008,29
KS,SHAWNEE,2008,13
MI,BERRIEN,2008,39
CO,PITKIN,2008,56
ID,MADISON,2008,66
KY,WARREN,2008,5
IA,CERRO GORDO,2008,81
NY,CHEMUNG,2008,36
ME,LINCOLN,2008,32
MT,VALLEY,2008,50
KS,MONTGOMERY,2008,9
ID,BONNEVILLE,2008,55
NE,RED WILLOW,2008,21
WI,WINNEBAGO,2008,73
NM,SAN JUAN,2008,18
AK,HAINES BOROUGH,2008,58
MO,BUCHANAN,2008,27
PA,CLEARFIELD,2008,33
UT,CACHE,2008,43
